FC_Sref_;4,16E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Beta_;0,00E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cx;1,99E-03;-9,60E-04;-4,50E-04;-3,26E-03;-3,73E-03;-1,60E-04;-3,30E-03;2,65E-03;-5,54E-03;-4,32E-03;-3,57E-02;-3,08E-02;-1,47E+00;2,86E-02;1,87E-03;-9,20E-04;-3,90E-04;-2,76E-03;-3,85E-03;-1,00E-05;-3,17E-03;2,95E-03;-5,06E-03;-4,33E-03;-3,64E-02;-3,27E-02;-1,52E+00;2,60E-02;4,85E-01;4,83E-01;4,41E-01;5,10E-01;4,78E-01;4,81E-01;4,64E-01;4,81E-01;4,81E-01;5,41E-01;4,86E-01;6,34E-01;3,45E-01;2,96E-01;4,85E-01;4,84E-01;4,51E-01;5,05E-01;4,78E-01;4,81E-01;4,64E-01;4,82E-01;4,82E-01;5,43E-01;4,91E-01;6,48E-01;3,55E-01;3,19E-01;-2,66E-03;7,13E-01;-1,44E-02;1,24E-02;8,52E-02;-2,51E-03;6,79E-01;1,57E-01;-4,64E-02;-1,26E-02;4,97E-02;4,78E-02;3,13E-02;3,21E-02;1,26E-02;1,17E-02;1,98E-02;2,10E-02;1,41E-02;1,68E-02;1,90E-02;1,52E-02;1,73E-02;1,26E-02;1,46E-02;1,35E-02;1,35E-02;2,14E-02;1,87E-02;4,99E-02;4,72E-02;3,02E-02;3,14E-02;1,18E-02;1,11E-02;1,93E-02;2,05E-02;1,37E-02;1,64E-02;1,87E-02;1,49E-02;1,71E-02;1,25E-02;1,46E-02;1,33E-02;1,33E-02;2,17E-02;1,89E-02;8,00E-01;1,10E+00;6,90E-01;7,21E-01;6,19E-01;6,25E-01;6,65E-01;6,64E-01;6,15E-01;6,23E-01;6,25E-01;6,18E-01;6,08E-01;5,82E-01;5,63E-01;4,98E-01;4,00E-01;2,31E-01;1,30E-01;8,25E-01;1,14E+00;7,02E-01;7,36E-01;6,32E-01;6,37E-01;6,78E-01;6,77E-01;6,25E-01;6,33E-01;6,34E-01;6,27E-01;6,16E-01;5,91E-01;5,71E-01;5,05E-01;4,06E-01;2,36E-01;1,37E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Pitch_Rate;0,00E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cd;1,99E-03;-9,60E-04;-4,50E-04;-3,26E-03;-3,73E-03;-1,60E-04;-3,30E-03;2,65E-03;-5,54E-03;-4,32E-03;-3,57E-02;-3,08E-02;-1,47E+00;2,86E-02;1,87E-03;-9,20E-04;-3,90E-04;-2,76E-03;-3,85E-03;-1,00E-05;-3,17E-03;2,95E-03;-5,06E-03;-4,33E-03;-3,64E-02;-3,27E-02;-1,52E+00;2,60E-02;4,85E-01;4,83E-01;4,41E-01;5,10E-01;4,78E-01;4,81E-01;4,64E-01;4,81E-01;4,81E-01;5,41E-01;4,86E-01;6,34E-01;3,45E-01;2,96E-01;4,85E-01;4,84E-01;4,51E-01;5,05E-01;4,78E-01;4,81E-01;4,64E-01;4,82E-01;4,82E-01;5,43E-01;4,91E-01;6,48E-01;3,55E-01;3,19E-01;-2,66E-03;7,13E-01;-1,44E-02;1,24E-02;8,52E-02;-2,51E-03;6,79E-01;1,57E-01;-4,64E-02;-1,26E-02;4,97E-02;4,78E-02;3,13E-02;3,21E-02;1,26E-02;1,17E-02;1,98E-02;2,10E-02;1,41E-02;1,68E-02;1,90E-02;1,52E-02;1,73E-02;1,26E-02;1,46E-02;1,35E-02;1,35E-02;2,14E-02;1,87E-02;4,99E-02;4,72E-02;3,02E-02;3,14E-02;1,18E-02;1,11E-02;1,93E-02;2,05E-02;1,37E-02;1,64E-02;1,87E-02;1,49E-02;1,71E-02;1,25E-02;1,46E-02;1,33E-02;1,33E-02;2,17E-02;1,89E-02;8,00E-01;1,10E+00;6,90E-01;7,21E-01;6,19E-01;6,25E-01;6,65E-01;6,64E-01;6,15E-01;6,23E-01;6,25E-01;6,18E-01;6,08E-01;5,82E-01;5,63E-01;4,98E-01;4,00E-01;2,31E-01;1,30E-01;8,25E-01;1,14E+00;7,02E-01;7,36E-01;6,32E-01;6,37E-01;6,78E-01;6,77E-01;6,25E-01;6,33E-01;6,34E-01;6,27E-01;6,16E-01;5,91E-01;5,71E-01;5,05E-01;4,06E-01;2,36E-01;1,37E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FC_Yaw___Rate;0,00E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cl*c/cref;-1,07E+00;-1,07E+00;-1,07E+00;-1,06E+00;-1,04E+00;-1,02E+00;-9,83E-01;-9,32E-01;-8,51E-01;-7,30E-01;-4,58E-01;-4,95E-01;-6,77E-01;-8,97E-01;-1,07E+00;-1,07E+00;-1,06E+00;-1,05E+00;-1,04E+00;-1,01E+00;-9,74E-01;-9,21E-01;-8,41E-01;-7,15E-01;-4,33E-01;-4,67E-01;-6,33E-01;-8,68E-01;-6,77E-01;-6,76E-01;-6,76E-01;-6,88E-01;-6,90E-01;-6,91E-01;-6,94E-01;-7,00E-01;-7,17E-01;-7,50E-01;-7,76E-01;-7,83E-01;-7,37E-01;-5,90E-01;-6,76E-01;-6,77E-01;-6,76E-01;-6,90E-01;-6,92E-01;-6,93E-01;-6,96E-01;-7,03E-01;-7,20E-01;-7,57E-01;-7,89E-01;-8,07E-01;-7,77E-01;-6,61E-01;8,83E-01;-1,47E+00;-2,47E+00;3,75E-01;4,91E-01;8,40E-01;-1,58E+00;-2,57E+00;-2,00E-02;1,33E-01;-3,68E-02;-4,42E-02;-8,16E-03;-1,30E-03;-1,61E-03;-1,64E-03;-5,32E-04;1,29E-04;4,03E-04;6,10E-04;7,00E-04;8,34E-04;1,25E-03;1,64E-03;1,53E-03;1,50E-03;3,78E-03;1,77E-02;1,47E-02;-3,73E-02;-4,47E-02;-8,20E-03;-1,36E-03;-1,64E-03;-1,66E-03;-5,38E-04;1,29E-04;4,03E-04;6,10E-04;6,94E-04;8,23E-04;1,22E-03;1,61E-03;1,54E-03;1,59E-03;3,89E-03;1,79E-02;1,49E-02;-2,39E-01;-2,60E-01;-2,28E-02;-1,39E-03;8,66E-05;0,00E+00;-5,91E-05;8,19E-04;1,70E-03;1,63E-03;1,40E-03;1,28E-03;1,53E-03;2,07E-03;2,24E-03;3,76E-03;1,70E-02;8,17E-02;6,74E-02;-2,47E-01;-2,68E-01;-2,28E-02;-1,48E-03;8,66E-05;4,73E-05;-5,51E-05;8,19E-04;1,75E-03;1,69E-03;1,46E-03;1,35E-03;1,63E-03;2,06E-03;2,23E-03;3,87E-03;1,72E-02;8,27E-02;6,82E-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WingId;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S;6,06E-02;1,55E-01;2,23E-01;2,90E-01;3,58E-01;4,25E-01;4,93E-01;5,61E-01;6,28E-01;6,96E-01;7,63E-01;8,31E-01;8,99E-01;9,66E-01;6,06E-02;1,55E-01;2,23E-01;2,90E-01;3,58E-01;4,25E-01;4,93E-01;5,61E-01;6,28E-01;6,96E-01;7,63E-01;8,31E-01;8,99E-01;9,66E-01;3,09E-02;9,79E-02;1,70E-01;2,42E-01;3,14E-01;3,87E-01;4,59E-01;5,31E-01;6,03E-01;6,75E-01;7,47E-01;8,20E-01;8,92E-01;9,64E-01;3,09E-02;9,79E-02;1,70E-01;2,42E-01;3,14E-01;3,87E-01;4,59E-01;5,31E-01;6,03E-01;6,75E-01;7,47E-01;8,20E-01;8,92E-01;9,64E-01;2,51E-01;5,64E-01;6,89E-01;8,13E-01;9,38E-01;2,51E-01;5,64E-01;6,89E-01;8,13E-01;9,38E-01;9,61E-02;2,15E-01;2,60E-01;3,04E-01;3,49E-01;3,94E-01;4,39E-01;4,84E-01;5,29E-01;5,74E-01;6,19E-01;6,63E-01;7,08E-01;7,53E-01;7,98E-01;8,43E-01;8,88E-01;9,33E-01;9,78E-01;9,61E-02;2,15E-01;2,60E-01;3,04E-01;3,49E-01;3,94E-01;4,39E-01;4,84E-01;5,29E-01;5,74E-01;6,19E-01;6,63E-01;7,08E-01;7,53E-01;7,98E-01;8,43E-01;8,88E-01;9,33E-01;9,78E-01;7,21E-02;1,68E-01;2,16E-01;2,63E-01;3,11E-01;3,58E-01;4,06E-01;4,53E-01;5,01E-01;5,48E-01;5,96E-01;6,43E-01;6,91E-01;7,39E-01;7,86E-01;8,34E-01;8,81E-01;9,29E-01;9,76E-01;7,21E-02;1,68E-01;2,16E-01;2,63E-01;3,11E-01;3,58E-01;4,06E-01;4,53E-01;5,01E-01;5,48E-01;5,96E-01;6,43E-01;6,91E-01;7,39E-01;7,86E-01;8,34E-01;8,81E-01;9,29E-01;9,76E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Xavg;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;3,20E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;5,16E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;3,99E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;2,71E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;3,78E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yavg;2,32E-02;6,96E-02;1,16E-01;1,63E-01;2,09E-01;2,55E-01;3,02E-01;3,48E-01;3,95E-01;4,41E-01;4,87E-01;5,34E-01;5,80E-01;6,27E-01;-2,32E-02;-6,96E-02;-1,16E-01;-1,63E-01;-2,09E-01;-2,55E-01;-3,02E-01;-3,48E-01;-3,95E-01;-4,41E-01;-4,87E-01;-5,34E-01;-5,80E-01;-6,27E-01;2,32E-02;6,96E-02;1,16E-01;1,63E-01;2,09E-01;2,55E-01;3,02E-01;3,48E-01;3,95E-01;4,41E-01;4,87E-01;5,34E-01;5,80E-01;6,27E-01;-2,32E-02;-6,96E-02;-1,16E-01;-1,63E-01;-2,09E-01;-2,55E-01;-3,02E-01;-3,48E-01;-3,95E-01;-4,41E-01;-4,87E-01;-5,34E-01;-5,80E-01;-6,27E-01;6,50E-01;6,50E-01;6,50E-01;6,50E-01;6,50E-01;-6,50E-01;-6,50E-01;-6,50E-01;-6,50E-01;-6,50E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;-4,83E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;-5,43E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zavg;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;7,06E-02;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;1,24E-01;4,50E-02;7,50E-02;1,05E-01;1,35E-01;1,65E-01;4,50E-02;7,50E-02;1,05E-01;1,35E-01;1,65E-01;8,03E-02;9,08E-02;1,01E-01;1,12E-01;1,22E-01;1,33E-01;1,43E-01;1,54E-01;1,64E-01;1,75E-01;1,86E-01;1,96E-01;2,07E-01;2,17E-01;2,28E-01;2,38E-01;2,49E-01;2,59E-01;2,70E-01;8,03E-02;9,08E-02;1,01E-01;1,12E-01;1,22E-01;1,33E-01;1,43E-01;1,54E-01;1,64E-01;1,75E-01;1,86E-01;1,96E-01;2,07E-01;2,17E-01;2,28E-01;2,38E-01;2,49E-01;2,59E-01;2,70E-01;8,03E-02;9,08E-02;1,01E-01;1,12E-01;1,22E-01;1,33E-01;1,43E-01;1,54E-01;1,64E-01;1,75E-01;1,86E-01;1,96E-01;2,07E-01;2,17E-01;2,28E-01;2,38E-01;2,49E-01;2,59E-01;2,70E-01;8,03E-02;9,08E-02;1,01E-01;1,12E-01;1,22E-01;1,33E-01;1,43E-01;1,54E-01;1,64E-01;1,75E-01;1,86E-01;1,96E-01;2,07E-01;2,17E-01;2,28E-01;2,38E-01;2,49E-01;2,59E-01;2,70E-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
